datetime,open,high,low,close,volume
2024-11-28 19:03:00,6724.870425698388,14852.912956321261,6724.870425698388,13371.625700020122,5279.12365785318000000000
2024-11-28 19:04:00,13371.625700020122,13903.46320116961,9241.198671197404,10562.69672573891,3370.97087849673000000000
2024-11-28 19:05:00,10562.69672573891,10788.219493235341,10538.52373696443,10758.704780111886,164.75860020575000000000
2024-11-28 19:06:00,10758.704780111886,30868.70989416787,10728.544443790366,30865.871178252386,9517.14347762039000000000
2024-11-28 19:07:00,30865.871178252386,36041.21103184437,30865.871178252386,33356.97059406109,3938.97852606591000000000
2024-11-28 19:08:00,33356.97059406109,33356.97059406109,26418.8666846004,26418.8666846004,1694.09470573294000000000
2024-11-28 19:09:00,26418.8666846004,26418.8666846004,25256.619054406143,26221.83662963149,1034.72263476251000000000
2024-11-28 19:10:00,26221.83662963149,27381.97584405207,24719.592530653223,27381.97584405207,1518.63378966555000000000
2024-11-28 19:11:00,27381.97584405207,28013.36376551891,27381.97584405207,28013.36376551891,199.94788500531000000000
2024-11-28 19:12:00,28013.36376551891,29767.46283092561,28013.36376551891,29575.489995844528,520.22837490462000000000
2024-11-28 19:13:00,29575.489995844528,29575.489995844528,29043.361864173916,29043.361864173916,134.54134106422000000000
2024-11-28 19:14:00,29043.361864173916,29043.361864173916,27610.602617497192,27610.602617497192,635.10993930681000000000
2024-11-28 19:15:00,27610.602617497192,27610.602617497192,25551.47345767958,25551.47345767958,248.47988044908000000000
2024-11-28 19:16:00,25551.47345767958,26590.21620774335,25551.47345767958,26590.21620774335,585.55925839991000000000
2024-11-28 19:17:00,26590.21620774335,36040.58386506425,26590.21620774335,36040.58386506425,2391.64753872276000000000
2024-11-28 19:18:00,36040.58386506425,63339.1666524145,36040.58386506425,63339.1666524145,8528.93105283917000000000
2024-11-28 19:19:00,63339.1666524145,93225.21391468936,63281.242149068275,93225.21391468936,10837.35338972279000000000
2024-11-28 19:20:00,93225.21391468936,95313.8328227835,75492.49177570253,95313.8328227835,7332.73102706129000000000
2024-11-28 19:21:00,95313.8328227835,95313.8328227835,95313.8328227835,95313.8328227835,0
2024-11-28 19:22:00,95313.8328227835,95313.8328227835,95313.8328227835,95313.8328227835,0
2024-11-28 19:23:00,95313.8328227835,95782.47956106756,91838.1319519706,91838.1319519706,1977.82540871445000000000
2024-11-28 19:24:00,91838.1319519706,99566.9656244371,91838.1319519706,95558.77930605966,1668.48339188036000000000
2024-11-28 19:25:00,95558.77930605966,114302.87291869838,63981.71902635484,64564.29637692111,20183.52187574162000000000
2024-11-28 19:26:00,64564.29637692111,72492.44395537267,29445.356829679928,29445.356829679928,10596.85778896887000000000
2024-11-28 19:27:00,29445.356829679928,58894.7647746457,29213.245292956264,58894.7647746457,8333.73802275265000000000
2024-11-28 19:28:00,58894.7647746457,142800.8565125894,55926.67337801198,119792.38833343083,135719.46144289309000000000
2024-11-28 19:29:00,119792.38833343083,140944.86064219542,92215.19440677942,112415.84889666644,40697.45999716530000000000
2024-11-28 19:30:00,112415.84889666644,117144.44302574468,66340.47388509459,94897.45150622564,34908.55609833857000000000
2024-11-28 19:31:00,94897.45150622564,129999.72090426083,94897.45150622564,124769.92050553524,17859.55249946429000000000
2024-11-28 19:32:00,124769.92050553524,157886.68789788394,111924.47141210557,128070.80309853959,24248.80338730473000000000
2024-11-28 19:33:00,128070.80309853959,145191.50309962247,103774.27942777416,123642.58108830225,10564.00543038186000000000
2024-11-28 19:34:00,123642.58108830225,181150.7357473628,123642.58108830225,144778.44330787667,20183.29638470723000000000
2024-11-28 19:35:00,144778.44330787667,165096.9373990772,117381.58035572726,121812.5012478325,10824.53199410416000000000
2024-11-28 19:36:00,121812.5012478325,134714.27572400917,71657.71512912685,73659.64251012108,18084.03581895317000000000
2024-11-28 19:37:00,73659.64251012108,88189.11301341267,59288.618489230146,71427.75217383575,17730.02196036853000000000
2024-11-28 19:38:00,71427.75217383575,89078.65263146804,64045.31335368806,64045.31335368806,9913.28518982545000000000
2024-11-28 19:39:00,64045.31335368806,73237.20604324838,59101.90556867428,73237.20604324838,3760.29627298315000000000
2024-11-28 19:40:00,73237.20604324838,101485.18271480045,69631.85475845443,89963.83611083448,9387.81478649515000000000
2024-11-28 19:41:00,89963.83611083448,90307.01101238395,83197.57683450427,84803.19310394643,2120.32674745574000000000
2024-11-28 19:42:00,84803.19310394643,219579.9315000802,82803.18353882644,112288.57986689426,23710.33927558889000000000
2024-11-28 19:43:00,112288.57986689426,153087.13042644862,111656.68068421996,123739.3012822421,13964.88583776198000000000
2024-11-28 19:44:00,123739.3012822421,123739.3012822421,100349.41635923875,112801.95569585414,5447.66242521752000000000
2024-11-28 19:45:00,112801.95569585414,117845.25726785623,97067.94809209915,117845.25726785623,5266.02287272191000000000
2024-11-28 19:46:00,117845.25726785623,150048.8692661044,117845.25726785623,145649.0279854369,6203.09074139626000000000
2024-11-28 19:47:00,145649.0279854369,149710.3085556191,122226.01277328895,140522.32901928702,11779.72767244091000000000
2024-11-28 19:48:00,140522.32901928702,158741.45957557362,129840.57097368827,138256.17450273148,7072.83205910871000000000
2024-11-28 19:49:00,138256.17450273148,138353.07111534677,115060.55893525032,120417.49097884353,5966.66926892029000000000
2024-11-28 19:50:00,120417.49097884353,128286.32833718901,113159.22939968632,114811.12083108163,4618.29574857321000000000
2024-11-28 19:51:00,114811.12083108163,114811.12083108163,80364.36985957889,86498.62431307913,7481.70800327189000000000
2024-11-28 19:52:00,86498.62431307913,113736.5663374163,82383.64883407905,92398.79318013662,7013.21071881052000000000
2024-11-28 19:53:00,92398.79318013662,102592.38326106685,92398.79318013662,101115.42345838372,1320.91474106144000000000
2024-11-28 19:54:00,101115.42345838372,103699.80603287158,100784.98629049603,102341.07761789477,702.98298692364000000000
2024-11-28 19:55:00,102341.07761789477,102664.37068495389,77137.17477190448,77137.17477190448,4482.16854643698000000000
2024-11-28 19:56:00,77137.17477190448,83125.74768814276,76709.15275550254,80594.92761715522,2152.89395551936000000000
2024-11-28 19:57:00,80594.92761715522,81241.22418232032,75020.10606315569,75020.10606315569,1276.40870501672000000000
2024-11-28 19:58:00,75020.10606315569,75020.10606315569,60826.14768774555,64142.82107882753,2763.42253419369000000000
2024-11-28 19:59:00,64142.82107882753,64142.82107882753,39887.4992973525,40190.33029011901,5226.06742838472000000000
2024-11-28 20:00:00,40190.33029011901,47029.00196870499,40132.77908462166,45818.58318136925,4225.99673925467000000000
2024-11-28 20:01:00,45818.58318136925,48029.31693246805,43844.29744697711,48029.31693246805,2488.57861220273000000000
2024-11-28 20:02:00,48029.31693246805,57625.64804364706,47486.08369015775,57417.17445745247,9298.23985737550000000000
2024-11-28 20:03:00,57417.17445745247,60556.85617359943,32856.24693076126,32856.24693076126,7352.62261926895000000000
