datetime,open,high,low,close,volume
2024-11-28 17:16:00,7243.479567706509,8158.964673463237,7243.479567706509,8065.663215745752,892.12932117515000000000
2024-11-28 17:17:00,8065.663215745752,8065.663215745752,7251.853969535639,7251.853969535639,707.52704491300000000000
2024-11-28 17:18:00,7251.853969535639,7251.853969535639,6637.257723903941,6692.437313438451,63.64940023578000000000
2024-11-28 17:19:00,6692.437313438451,6928.124556196044,6692.437313438451,6928.124556196044,239.93488023527000000000
2024-11-28 17:20:00,6928.124556196044,10493.391144090478,6928.124556196044,10493.391144090478,1589.15308301143000000000
2024-11-28 17:21:00,10493.391144090478,10612.187509064921,10493.391144090478,10612.187509064921,27.67451872336000000000
2024-11-28 17:22:00,10612.187509064921,11726.081772213147,10612.187509064921,11726.081772213147,543.19524873004000000000
2024-11-28 17:23:00,11726.081772213147,12184.084880463992,11726.081772213147,12184.084880463992,171.19030126065000000000
2024-11-28 17:24:00,12184.084880463992,13002.311910452237,12184.084880463992,13002.311910452237,330.33753116242000000000
2024-11-28 17:25:00,13002.311910452237,13452.081395797537,13002.311910452237,13452.081395797537,252.78686805752000000000
2024-11-28 17:26:00,13452.081395797537,13680.925768112103,12632.765243233456,13053.215582342482,664.54528140797000000000
2024-11-28 17:27:00,13053.215582342482,13053.215582342482,13053.215582342482,13053.215582342482,0
2024-11-28 17:28:00,13053.215582342482,13095.890064393448,13053.215582342482,13094.775330816296,11.27759999998000000000
2024-11-28 17:29:00,13094.775330816296,13097.56326899105,13093.103230450566,13097.562164759178,33.83544140981000000000
2024-11-28 17:30:00,13097.562164759178,13098.678002662185,13069.483498254,13071.707712600197,45.54940386829000000000
2024-11-28 17:31:00,13071.707712600197,14412.469230199957,12519.110206716085,14412.469230199957,965.31966736925000000000
2024-11-28 17:32:00,14412.469230199957,14505.372777464241,14412.469230199957,14505.354567342874,58.02219179809000000000
2024-11-28 17:33:00,14505.354567342874,16402.53095614353,14505.354567342874,16402.529731528764,694.22172954890000000000
