datetime,open,high,low,close,volume
2024-11-28 17:57:00,7027.26168411759,9410.257007948252,7027.26168411759,8312.307333586887,3983.14370483872000000000
2024-11-28 17:58:00,8312.307333586887,35854.15897409247,7319.144359280775,31648.461818938697,18380.32006124777000000000
2024-11-28 17:59:00,31648.461818938697,32727.510546839167,9874.877795008617,9874.877795008617,8213.65083353523000000000
2024-11-28 18:00:00,9874.877795008617,9874.877795008617,7762.920186060009,9519.962209414602,1801.00738795254000000000
2024-11-28 18:01:00,9519.962209414602,12080.873409179741,9519.962209414602,12080.873409179741,1083.83060260626000000000
2024-11-28 18:02:00,12080.873409179741,14629.593747061832,12080.873409179741,13496.048821295592,2245.84075496017000000000
2024-11-28 18:03:00,13496.048821295592,15587.979382543286,13496.048821295592,15307.246894515705,2014.29735253804000000000
2024-11-28 18:04:00,15307.246894515705,17538.658994231922,11805.506706782633,17538.658994231922,3895.47792653354000000000
2024-11-28 18:05:00,17538.658994231922,19886.392746036396,16435.485844069506,19886.392746036396,1950.94604192667000000000
2024-11-28 18:06:00,19886.392746036396,24789.593808039004,19886.392746036396,24789.593808039004,2277.37870961619000000000
2024-11-28 18:07:00,24789.593808039004,27487.01758376423,24789.593808039004,26741.396662750263,1896.32640621230000000000
2024-11-28 18:08:00,26741.396662750263,28771.019678956658,26364.023933590764,28102.44283496964,1543.44818673962000000000
2024-11-28 18:09:00,28102.44283496964,28111.417245086166,22984.877560181907,22984.877560181907,2222.88869767036000000000
2024-11-28 18:10:00,22984.877560181907,40073.97387411311,22488.610429892557,40073.97387411311,6338.83051351022000000000
2024-11-28 18:11:00,40073.97387411311,95875.69509780876,32981.0204072706,69263.87584582143,22792.87852458171000000000
2024-11-28 18:12:00,69263.87584582143,90798.79443994428,66431.79415682747,87630.37891593551,16819.48681619352000000000
2024-11-28 18:13:00,87630.37891593551,94975.77491829864,63341.767084717154,76314.71446683333,13755.06266121098000000000
2024-11-28 18:14:00,76314.71446683333,76314.71446683333,40295.539513473625,59666.6632869749,19626.59370513224000000000
2024-11-28 18:15:00,59666.6632869749,61564.27449132108,45464.074115779746,46288.263540414206,6678.06012513637000000000
2024-11-28 18:16:00,46288.263540414206,46393.39439277495,29563.998747429512,40982.941294752316,14977.30762572101000000000
2024-11-28 18:17:00,40982.941294752316,40982.941294752316,31882.526975633256,37897.64568395864,3721.76526738889000000000
2024-11-28 18:18:00,37897.64568395864,43738.495389586285,37897.64568395864,43738.495389586285,1396.08797642847000000000
2024-11-28 18:19:00,43738.495389586285,43738.495389586285,36036.97542269182,36740.06382543372,2460.42963822816000000000
2024-11-28 18:20:00,36740.06382543372,47389.50535341782,36740.06382543372,44937.50573762808,3306.15008517419000000000
2024-11-28 18:21:00,44937.50573762808,51241.99939797352,44937.50573762808,51138.25319164497,3012.88639171105000000000
2024-11-28 18:22:00,51138.25319164497,56302.005635369664,51138.25319164497,56042.84368171443,1295.71644285715000000000
2024-11-28 18:23:00,56042.84368171443,56042.84368171443,44752.14081433317,44752.14081433317,2533.96309720677000000000
2024-11-28 18:24:00,44752.14081433317,52322.4125524528,44752.14081433317,52322.4125524528,1874.67829789524000000000
2024-11-28 18:25:00,52322.4125524528,57435.80341257774,52322.4125524528,57435.80341257774,939.41231493492000000000
2024-11-28 18:26:00,57435.80341257774,59835.91358896469,57435.80341257774,59835.91358896469,440.72311074083000000000
2024-11-28 18:27:00,59835.91358896469,73762.46156115786,59835.91358896469,71053.57408309083,4341.11486452473000000000
2024-11-28 18:28:00,71053.57408309083,74145.99792085799,66871.63500163822,66871.63500163822,2994.50832696619000000000
2024-11-28 18:29:00,66871.63500163822,66871.63500163822,54216.4908721773,59726.47813272718,3814.40702194217000000000
2024-11-28 18:30:00,59726.47813272718,90922.60801852692,59726.47813272718,81314.02724568652,9448.74175443594000000000
2024-11-28 18:31:00,81314.02724568652,96692.61859082684,66506.5432662021,92642.57056620032,12550.57561383280000000000
2024-11-28 18:32:00,92642.57056620032,96821.78827063808,86545.37566896903,96821.78827063808,4895.74729681588000000000
2024-11-28 18:33:00,96821.78827063808,96916.73605081465,96821.78827063808,96916.73605081465,6.56752099142000000000
2024-11-28 18:34:00,96916.73605081465,96916.73605081465,96916.73605081465,96916.73605081465,0
2024-11-28 18:35:00,96916.73605081465,96916.73605081465,96916.73605081465,96916.73605081465,0
2024-11-28 18:36:00,96916.73605081465,126992.04021027967,72782.39185761008,116341.19160860381,27320.10462727373000000000
2024-11-28 18:37:00,116341.19160860381,116341.19160860381,78686.06917662731,107104.23221609436,20747.56551647173000000000
2024-11-28 18:38:00,107104.23221609436,169036.89722399545,104191.10254124143,141349.00803207885,33585.23471532077000000000
2024-11-28 18:39:00,141349.00803207885,176393.47915913325,121469.59629825907,164220.41213111219,27231.64731180784000000000
2024-11-28 18:40:00,164220.41213111219,205449.2185571708,123812.40331259044,138429.9907768143,31128.70817926938000000000
2024-11-28 18:41:00,138429.9907768143,160564.23090752025,130480.17918240864,146697.7543648914,8204.45857390680000000000
2024-11-28 18:42:00,146697.7543648914,149099.9666966747,86691.69810840108,86691.69810840108,25663.39053840026000000000
2024-11-28 18:43:00,86691.69810840108,127040.94522931999,64020.00537572065,103956.062071392,28981.91670810944000000000
2024-11-28 18:44:00,103956.062071392,146220.7106022339,66006.74970774961,91502.4764719551,43586.00094094582000000000
2024-11-28 18:45:00,91502.4764719551,124903.933759599,85362.19371225963,124903.933759599,11529.28529396929000000000
2024-11-28 18:46:00,124903.933759599,132021.29498892312,102624.63442685797,110925.49802751029,8310.65397626871000000000
2024-11-28 18:47:00,110925.49802751029,119273.73485627497,102265.58071584627,119273.73485627497,3734.97137358194000000000
2024-11-28 18:48:00,119273.73485627497,119879.86999658307,66882.79259968094,93224.77816776079,18138.70348006245000000000
2024-11-28 18:49:00,93224.77816776079,113832.01070843014,89565.97622169483,101807.65041799608,22916.40293260138000000000
2024-11-28 18:50:00,101807.65041799608,162978.40034811906,101807.65041799608,154541.677199688,24568.29239654415000000000
2024-11-28 18:51:00,154541.677199688,158053.49621068998,115867.66183305187,119453.8276915945,18427.62233596789000000000
2024-11-28 18:52:00,119453.8276915945,136232.7434710366,114192.96577338732,117205.36186407946,8930.56779919533000000000
2024-11-28 18:53:00,117205.36186407946,129824.85609112991,116523.78141108032,125543.3332073141,3969.48031837264000000000
2024-11-28 18:54:00,125543.3332073141,137788.8464128295,62699.95620785112,83220.96711923237,32462.28216093765000000000
2024-11-28 18:55:00,83220.96711923237,90788.49040563875,68009.88425571579,75552.48724731544,12608.16629428503000000000
2024-11-28 18:56:00,75552.48724731544,75552.48724731544,39625.53505310528,48354.91133087874,9447.12701105919000000000
2024-11-28 18:57:00,48354.91133087874,49184.36163787662,37505.29972922257,40694.02215344558,5208.02663938011000000000
2024-11-28 18:58:00,40694.02215344558,44054.37447223666,28608.61997695153,33492.60242790528,10569.50727706173000000000
2024-11-28 18:59:00,33492.60242790528,53960.350394531786,33279.84989238215,50437.867494608785,7687.05630906715000000000
2024-11-28 19:00:00,50437.867494608785,66663.69976677214,50437.867494608785,66663.69976677214,4619.82775694443000000000
2024-11-28 19:01:00,66663.69976677214,94872.18767843615,66663.69976677214,84134.8214171185,9537.62117152866000000000
2024-11-28 19:02:00,84134.8214171185,105529.07748467344,80645.33243451678,85710.030903442,8626.82217751164000000000
2024-11-28 19:03:00,85710.030903442,116378.6263645699,83724.74310663808,103255.00778380765,7575.67174202824000000000
2024-11-28 19:04:00,103255.00778380765,123927.80309577842,90080.98223868756,106026.23389444083,7463.72136050555000000000
2024-11-28 19:05:00,106026.23389444083,111231.48507490274,91781.73618911619,96425.0789729848,7684.60516572894000000000
2024-11-28 19:06:00,96425.0789729848,113807.97033212667,94936.18365942032,98528.8199314955,6631.26007510271000000000
2024-11-28 19:07:00,98528.8199314955,104853.14855439684,97432.3371085413,104853.14855439684,1602.32370343774000000000
2024-11-28 19:08:00,104853.14855439684,111256.75425923026,98680.90774690847,110739.78549021004,3760.20754090230000000000
2024-11-28 19:09:00,110739.78549021004,115099.6883985379,110739.78549021004,115099.6883985379,945.37165610768000000000
2024-11-28 19:10:00,115099.6883985379,124096.82586720787,98581.67603296998,99547.52187036753,4771.71818352825000000000
2024-11-28 19:11:00,99547.52187036753,106218.44231949592,99547.52187036753,100014.09704360485,2272.83505222421000000000
2024-11-28 19:12:00,100014.09704360485,100654.49075674401,97699.5929699879,100654.49075674401,1082.75002952014000000000
