datetime,open,high,low,close,volume
2024-11-28 18:33:00,259604.13534626996,36688195.832383096,259604.13534626996,36683224.10662847,272386.05864000000000000000
2024-11-28 18:34:00,36683224.10662847,65125619.1500834,36670792.45479252,62077780.820662074,214715.14775661432000000000
2024-11-28 18:35:00,62077780.820662074,62077780.820662074,45171104.368215315,49004953.00607049,85908.11641581168000000000
2024-11-28 18:36:00,49004953.00607049,65829555.42265044,48851860.736539304,65829555.42265044,70306.88974828533000000000
2024-11-28 18:37:00,65829555.42265044,66555522.71350475,65003002.55175125,66481810.17134173,38942.97157515719000000000
2024-11-28 18:38:00,66481810.17134173,69191988.0990477,65028486.91926548,68396509.64775974,52022.68385090224000000000
2024-11-28 18:39:00,68396509.64775974,70000332.22806725,66847606.06945267,69154986.42555079,39135.25565902017000000000
2024-11-28 18:40:00,69154986.42555079,69984968.49275307,67149323.8672488,67480461.847084,40852.96826854035000000000
2024-11-28 18:41:00,67480461.847084,67627208.6311596,65180225.53925832,65879711.19055143,29956.14955881382000000000
2024-11-28 18:42:00,65879711.19055143,66718234.368847854,64511194.57415609,64991287.94931061,30502.79257847153000000000
2024-11-28 18:43:00,64991287.94931061,67285319.46903165,64715320.83227127,67060097.7558291,30327.84995167389000000000
2024-11-28 18:44:00,67060097.7558291,67337840.66502042,65787715.81628118,67026694.5119979,25428.96116453083000000000
2024-11-28 18:45:00,67026694.5119979,68317217.9535903,66275394.28380933,66448670.06374056,31846.19730598249000000000
2024-11-28 18:46:00,66448670.06374056,74692543.19221096,66403321.36087464,72480600.71783602,51691.45256763049000000000
2024-11-28 18:47:00,72480600.71783602,80953958.45303167,66967765.12248015,67443439.33418007,89597.25470985527000000000
2024-11-28 18:48:00,67443439.33418007,68145927.09346353,65172082.86220275,67663563.97899358,37566.28488284454000000000
2024-11-28 18:49:00,67663563.97899358,68689863.16167368,65632008.94966606,67723676.63940847,54643.54515804351000000000
2024-11-28 18:50:00,67723676.63940847,68912757.13940752,62336205.55844449,62336205.55844449,49997.06582155722000000000
2024-11-28 18:51:00,62336205.55844449,63321141.36819042,61534801.805135176,63321141.36819042,31986.92815777441000000000
2024-11-28 18:52:00,63321141.36819042,65552925.684508465,62653698.54001844,65110727.74432786,35024.67720909343000000000
2024-11-28 18:53:00,65110727.74432786,65110727.74432786,61231185.13730924,62249885.655821085,37796.47345779189000000000
2024-11-28 18:54:00,62249885.655821085,64439141.99182249,62016535.85678191,63709168.14556517,33059.61815130406000000000
2024-11-28 18:55:00,63709168.14556517,65768667.64217342,62893598.8293334,65712891.944235645,32703.34443784097000000000
2024-11-28 18:56:00,65712891.944235645,66565097.62284587,65223765.0177188,65350806.4465464,32102.08297985569000000000
2024-11-28 18:57:00,65350806.4465464,66031795.51668391,63689048.73436906,65543270.7489943,47613.16707673404000000000
2024-11-28 18:58:00,65543270.7489943,67080224.11415142,63456249.88634084,64103373.00838781,47977.43105090268000000000
2024-11-28 18:59:00,64103373.00838781,64291791.14478537,61815461.00122314,62959561.17283996,41964.82845510904000000000
